,company_name,ticker,exchange,share_price,shares_offered,dollar_value_of_shares,date_of_priced,href,employees,shares_outstanding,stock_valuation,company_address,phone,sicdescription,ebit,grossprofit,netincome,totalrevenue,costofrevenue,totalassets,revenue_growth
346,"BEYOND MEAT, INC.",BYND,NASDAQ Global Select,25.0,"9,625,000","$240,625,000",2019-05-02,/market-activity/ipos/overview?dealId=977310-88416,383,"58,308,044",1457701100.0,119 STANDARD STREET   EL SEGUNDO CA 90245,866-756-4112,Food and kindred products,-27989000.0,17574000.0,-29886000.0,87934000.0,70360000.0,133749000.0,1.6989349620944723
347,Yunji Inc.,YJ,NASDAQ Global,11.0,"11,000,000","$121,000,000",2019-05-03,/market-activity/ipos/overview?dealId=1080765-89252,1013,"11,000,000",121000000.0,"15/F, SOUTH BUILDING, HIPARK PHASE 2, XIAOSHAN DISTRICT  HANGZHOU  310000",86 571-81688920,"Retail-Retail Stores, Not Elsewhere Classified",-14478000.0,336255000.0,-8694000.0,1895688000.0,1559433000.0,570779000.0,0.9156703574990728
348,SciPlay Corp,SCPL,NASDAQ Global Select,16.0,"22,000,000","$352,000,000",2019-05-03,/market-activity/ipos/overview?dealId=1082012-89370,390,"22,000,000",352000000.0,6601 BERMUDA ROAD   LAS VEGAS NV 89119,7028977150,Services-Computer Processing and Data Preparation,46400000.0,255800000.0,39000000.0,416200000.0,160400000.0,194900000.0,0.15163254012174876
349,ATIF Holdings Ltd,ATIF,NASDAQ Capital,5.0,"2,074,672","$10,373,360",2019-05-03,/market-activity/ipos/overview?dealId=1071558-88554,25,"39,000,000",195000000.0,"ROOM 3803, DACHONG INTERNATIONAL CENTRE 39 TONGGU ROAD, NANSHAN DISTRICT  SHENZHEN  000000",86 0755-86950-8,Services-Management Consulting Services,2727679.0,5307891.0,1946883.0,5307891.0,0.0,3746754.0,0.4600685872225971
350,PARSONS CORP,PSN,NYSE,27.0,"18,518,500","$499,999,500",2019-05-08,/market-activity/ipos/overview?dealId=539976-89426,15633,"96,657,331",2609747937.0,5875 TRINITY PKWY #300   CENTREVILLE VA 20120,703-988-8500,Services-Computer Integrated Systems Design,168093000.0,765503000.0,222337000.0,3560508000.0,2795005000.0,2612578000.0,0.18014418906659604
351,HeadHunter Group PLC,HHR,NASDAQ Global Select,13.5,"16,304,348","$220,108,698",2019-05-09,/market-activity/ipos/overview?dealId=1049697-86455,683,"50,000,000",675000000.0,"DOSITHEOU, 42, STROVOLOS   NICOSIA  2028",357-22-418200,Services-Help Supply Services,30254000.0,38703000.0,14888000.0,88187000.0,49484000.0,192285000.0,0.07279539676167536
352,"Mayville Engineering Company, Inc.",MEC,NYSE,17.0,"6,250,000","$106,250,000",2019-05-09,/market-activity/ipos/overview?dealId=1082705-89432,3100,"19,693,484",334789228.0,715 SOUTH STREET   MAYVILLE WI 53050,920-387-4500,Metal Forgings And Stampings,22169000.0,50578000.0,17935000.0,354526000.0,303948000.0,391725000.0,0.1314743833198758
353,"Uber Technologies, Inc",UBER,NYSE,45.0,"180,000,000","$8,100,000,000",2019-05-10,/market-activity/ipos/overview?dealId=875805-89413,22263,"1,682,521,965",75713488425.0,1515 3RD STREET   SAN FRANCISCO CA 94158,415-612-8582,"Services-Business Services, Not Elsewhere Classified",-3033000000.0,4131000000.0,997000000.0,10433000000.0,6302000000.0,23988000000.0,0.31530509329299045
354,SONIM TECHNOLOGIES INC,SONM,NASDAQ Global,11.0,"3,571,429","$39,285,719",2019-05-10,/market-activity/ipos/overview?dealId=375365-89454,321,"19,509,722",214606942.0,"6836 BEE CAVE ROAD BUILDING 1, SUITE 279  AUSTIN TX 78746",650-378-8100,Telephone and Telegraph Apparatus,5394000.0,48089000.0,1277000.0,135665000.0,87576000.0,67345000.0,1.2981992512408735
355,"Fastly, Inc.",FSLY,NYSE,16.0,"11,250,000","$180,000,000",2019-05-17,/market-activity/ipos/overview?dealId=948580-89485,489,"11,250,000",180000000.0,475 BRANNAN SUITE 300  SAN FRANCISCO CA 94107,415-525-3481,Services-Prepackaged Software,-29138000.0,79064000.0,-30935000.0,144563000.0,65499000.0,162754000.0,0.3781029551954242
356,"Avantor, Inc.",AVTR,NYSE,14.0,"207,000,000","$2,898,000,000",2019-05-17,/market-activity/ipos/overview?dealId=1041057-88910,12000,"534,293,808",7480113312.0,"RADNOR CORPORATE CENTER, BUILDING ONE SUITE 200, 100 MATSONFORD ROAD  RADNOR PA 19087",(610) 386-1700,Laboratory Analytical Instruments,413500000.0,1819800000.0,-86900000.0,5864300000.0,4044500000.0,9911600000.0,3.701218534551868
357,DouYu International Holdings Ltd,DOYU,NASDAQ Global Select,11.5,"67,387,110","$774,951,765",2019-07-17,/market-activity/ipos/overview?dealId=1083383-89498,2080,"324,623,680",3733172320.0,"BLDING F4, OPTICAL VALLEY SOFTWARE PARK GUANSHAN AVENUE,DONGHU DEVELOPMENT AREA  WUHAN CITY, HUBEI PROVINCE  430073",86 27 8775 0710,"Services-Computer Programming, Data Processing, Etc.",-125132177.0,21997305.0,-127631535.0,532266648.0,510269343.0,945985365.0,0.838091508138837
358,Afya Ltd,AFYA,NASDAQ Global Select,19.0,"13,744,210","$261,139,990",2019-07-19,/market-activity/ipos/overview?dealId=1089088-89983,2705,"29,753,059",565308121.0,"ALAMEDA OSCAR NIEMEYER, NO 119 SALA 504 VILA DA SERRA  NOVA LIMA, MINAS GERAIS  00000",55 (31) 3515 7500,Services-Educational Services,24885000.0,42800000.0,24443000.0,86160000.0,43360000.0,236965000.0,0.3230958230958231
359,CASTLE BIOSCIENCES INC,CSTL,NASDAQ Global,16.0,"4,000,000","$64,000,000",2019-07-25,/market-activity/ipos/overview?dealId=789323-90002,96,"16,049,008",256784128.0,820 S FRIENDSWOOD DRIVE SUITE 201  FRIENDSWOOD TX 77546,866-788-9007,Services-Medical Laboratories,-3836000.0,17489000.0,-6367000.0,22786000.0,5297000.0,22405000.0,0.656692292345625
360,Sunnova Energy International Inc.,NOVA,NYSE,12.0,"14,000,000","$168,000,000.00",2019-07-25,/market-activity/ipos/overview?dealId=1089475-90011,299,"83,115,618",997387416.0,"20 EAST GREENWAY PLAZA, SUITE 540   HOUSTON TX 77046",(281) 985-9900,Electric and Other Services Combined,-13730000.0,53630000.0,-74246000.0,104382000.0,50752000.0,1665085000.0,0.3581503070677631
361,"Health Catalyst, Inc.",HCAT,NASDAQ Global Select,26.0,"7,000,000","$182,000,000",2019-07-25,/market-activity/ipos/overview?dealId=961470-90013,728,"35,078,173",912032498.0,"10897 SOUTH RIVER FRONT PARKWAY, #300   SOUTH JORDAN UT 84095",801-708-6800,"Services-Computer Programming, Data Processing, Etc.",-60095000.0,52722000.0,-61984000.0,112574000.0,59852000.0,110975000.0,0.5404003776631409
362,Blue Hat Interactive Entertainment Technology,BHAT,NASDAQ Capital,4.0,"2,000,000","$8,000,000",2019-07-26,/market-activity/ipos/overview?dealId=1079100-89086,107,"35,000,000",140000000.0,"7TH FLOOR, BUILDING C, NO. 1010, ANLING ROAD  HULI DISTRICT, XIAMEN  00000",865922280081,"Games, Toys and Children's Vehicles (No Dolls and Bicycles)",8317465.0,12422502.0,7919408.0,18531178.0,6108676.0,35470864.0,0.31009663274959853
363,Borr Drilling Ltd,BORR,NYSE,9.3,"5,000,000","$46,500,000",2019-07-31,/market-activity/ipos/overview?dealId=1031513-90109,664,"110,068,351",1023635664.3,THISTLE HOUSE 4 BURNABY STREET  HAMILTON HM 11  0000,4722483000,Drilling Oil and Gas Wells,-188300000.0,-15200000.0,-190500000.0,164900000.0,180100000.0,2913700000.0,1648.0
364,"Dynatrace, Inc.",DT,NYSE,16.0,"35,609,612","$569,753,792",2019-08-01,/market-activity/ipos/overview?dealId=1090139-90086,1981,"275,537,939",4408607024.0,"1601 TRAPELO ROAD, SUITE 116   WALTHAM MA 02451",781-530-1000,Services-Prepackaged Software,-21759000.0,301513000.0,9222000.0,398047000.0,96534000.0,1899002000.0,-0.020498207329647102
365,"KURA SUSHI USA, INC.",KRUS,NASDAQ Global,14.0,"2,900,000","$40,600,000",2019-08-01,/market-activity/ipos/overview?dealId=1090098-90079,1203,"6,900,000",96600000.0,17461 DERIAN AVE. SUITE 200  IRVINE CA 92614,9497481786,Retail-Eating Places,1863000.0,8115000.0,1742000.0,51744000.0,43629000.0,32069000.0,0.3890633808488363
366,InMode Ltd.,INMD,NASDAQ Global Select,14.0,"5,000,000","$70,000,000",2019-08-08,/market-activity/ipos/overview?dealId=1090711-90118,209,"31,973,572",447630008.0,"TAVOR BUILDING, SHA?AR YOKNEAM POB 533  YOKNEAM  2069200",972-4-9097470,Electromedical and Electrotherapeutic Apparatus,23489000.0,85105000.0,22371000.0,100162000.0,15057000.0,81056000.0,0.8737279257707273
367,"China Xiangtai Food Co., Ltd.",PLIN,NASDAQ Capital,5.0,"1,172,360","$5,861,800",2019-08-14,/market-activity/ipos/overview?dealId=1062677-87717,200,"23,791,667",118958335.0,"C/O CHONGQING PENGLIN FOOD CO., LTD. XINGANXIAN BLDG B, STE 19-1 LIANGLUKOU,  YUZHONG DISTRICT, CHONGQING  400800",86 023-86330158,Meat Packing Plants,7042653.0,9651471.0,3768109.0,101104224.0,91452753.0,33729693.0,0.5978168443917368
368,Fangdd Network Group Ltd.,DUO,NASDAQ Global,13.0,"6,000,000","$78,000,000",2019-11-01,/market-activity/ipos/overview?dealId=1098105-90794,1655,"6,000,000",78000000.0,"18/F, UNIT B2, KEXING SCIENCE PARK 15 KEYUAN ROAD, TECHNOLOGY PARK  SHENZHEN  518057",008675526998968,Real estate,10105000.0,69422000.0,15152000.0,332408000.0,262987000.0,419372000.0,0.2035657129615549
369,Q&K INTERNATIONAL GROUP Ltd,QK,NASDAQ Global,17.0,"2,700,000","$45,900,000",2019-11-05,/market-activity/ipos/overview?dealId=1097955-90787,1222,"2,700,000",45900000.0,"ROOM 1607, BUILDING A NO. 596 MIDDLE LONGHUA ROAD  XUHUI, SHANGHAI  200032",86-21-6417-9625,Real Estate Operators (No Developers) and Lessors,-61976000.0,-1166000.0,-72648000.0,129340000.0,130506000.0,258902000.0,0.6436232399735679
370,Centogene N.V.,CNTG,NASDAQ Global,14.0,"4,000,000","$56,000,000",2019-11-07,/market-activity/ipos/overview?dealId=1098429-90819,400,"19,861,340",278058760.0,AM STRANDE 7   ROSTOCK  18055,49 30 2130 00325,Services-Medical Laboratories,-12124000.0,23477000.0,-12961000.0,46273000.0,22796000.0,87650000.0,0.21601450608362022
371,36Kr Holdings Inc.,KRKR,NASDAQ Global,14.5,"1,380,000","$20,010,000",2019-11-08,/market-activity/ipos/overview?dealId=1097304-90731,478,33651033,487939978.5,"5-6/F, TWR A1, JUNHAO CENTRAL PARK PLAZA NO. 10 SOUTH CHAOYANG PARK AVENUE  CHAOYANG DISTRICT, BEIJING  00000",86 10 5825 4106,"Services-Business Services, Not Elsewhere Classified",6641000.0,23126000.0,5902000.0,43563000.0,20437000.0,60507000.0,1.3541205079708187
372,"TELA Bio, Inc.",TELA,NASDAQ Global,13.0,"4,000,000","$52,000,000",2019-11-08,/market-activity/ipos/overview?dealId=894283-90840,86,"11,006,756",143087828.0,"1 GREAT VALLEY PARKWAY, SUITE 24   MALVERN PA 19355",484-320-2930,Surgical and Medical Instruments and Apparatus,-17782000.0,2942000.0,-21092000.0,8274000.0,5332000.0,27227000.0,0.9491166077738515
373,ECMOHO Ltd,MOHO,NASDAQ Global,10.0,"4,375,000","$43,750,000",2019-11-08,/market-activity/ipos/overview?dealId=1097054-90703,639,"15,591,775",155917750.0,"3F, XUHUIYUAN BUILDING 1000 TIANYAOQIAO ROAD, XUHUI DISTRICT  SHANGHAI  200030",86-21-6113-2270,Retail-Catalog and Mail-Order Houses,7564843.0,58861574.0,6123990.0,199015036.0,140153462.0,117772408.0,1.0258546503731174
374,"EVmo, Inc.",YAYO,NASDAQ Capital,4.0,"2,625,000","$10,500,000",2019-11-13,/market-activity/ipos/overview?dealId=1009638-86710,21,"29,427,976",117711904.0,433 NORTH CAMDEN DRIVE SUITE 600  LOS ANGELES CA 90210,310 926 2643,Services-Computer Processing and Data Preparation,-8549680.0,915081.0,-13189122.0,3289478.0,2374397.0,5573053.0,12.956799185370613
375,SITIME Corp,SITM,NASDAQ Global,13.0,"4,300,000","$55,900,000",2019-11-21,/market-activity/ipos/overview?dealId=793766-90886,135,"14,300,000",185900000.0,SITIME CORPORATION 5451 PATRICK HENRY DRIVE  SANTA CLARA CA 95054,408-328-4400,Semiconductors and Related Devices,-7790000.0,36205000.0,-9342000.0,85214000.0,49009000.0,72689000.0,-0.15683965764606936
376,Canaan Inc.,CAN,NASDAQ Global,9.0,"10,000,000","$90,000,000",2019-11-21,/market-activity/ipos/overview?dealId=1099600-90917,297,"10,000,000",90000000.0,"1-2/F,QIANFANG SCIENCE BLDG C,BLDG NO.27 ZHONGGUANCUN SOFTWARE PARK(PHASE I),NO.8  DONGBEIWANG WEST RD, BEIJING  100193",86 010 5874 1858,Semiconductors and Related Devices,19375000.0,74008000.0,17832000.0,394030000.0,320022000.0,204305000.0,0.9615876698212303
377,"LMP Automotive Holdings, Inc.",LMPX,NASDAQ Capital,5.0,"2,300,000","$11,500,000",2019-12-05,/market-activity/ipos/overview?dealId=1046037-89931,11,"8,301,639",41508195.0,500 EAST BROWARD BOULEVARD SUITE 1900  FORT LAUDERDALE FL 33394,954 895 0352,Retail-Auto Dealers and Gasoline Stations,-6458916.0,-1956989.0,-6490293.0,16610786.0,18567775.0,14216571.0,3.418901041252387
378,EHang Holdings Ltd,EH,NASDAQ Global,12.5,"3,200,000","$40,000,000",2019-12-12,/market-activity/ipos/overview?dealId=1099995-90951,233,"3,200,000",40000000.0,"BUILDING #C, YIXIANG TECHNOLOGY PARK NO.72, NANXIANG 2ND ROAD  GUANGZHOU  510700",8602029028899,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",-10829000.0,4915000.0,-11523000.0,9684000.0,4769000.0,18159000.0,0.9897267310458188
379,"ONECONNECT FINANCIAL TECHNOLOGY CO., LTD.",OCFT,NYSE,10.0,"31,200,000","$312,000,000",2019-12-13,/market-activity/ipos/overview?dealId=1101088-91065,2695,"31,200,000",312000000.0,"55F, PING AN FINANCIAL CENTER NO. 5033 YITIAN ROAD, FUTIAN DISTRICT  SHENZHEN, GUANGDONG  518000",86-21-2066-0625,"Services-Computer Programming, Data Processing, Etc.",-162309000.0,56604000.0,-173367000.0,205877000.0,149273000.0,1366592000.0,1.303905550581916
380,"Sprout Social, Inc.",SPT,NASDAQ Capital,17.0,"8,823,530","$150,000,010",2019-12-13,/market-activity/ipos/overview?dealId=852090-90895,610,"38,080,466",647367922.0,131 SOUTH DEARBORN STREET SUITE 700  CHICAGO IL 60603,866-878-3231,Services-Prepackaged Software,-20772000.0,57819000.0,-20934000.0,78813000.0,20994000.0,71845000.0,0.7586299230168471
381,Indonesia Energy Corp Ltd,INDO,NYSE MKT,11.0,"1,363,637","$15,000,007",2019-12-19,/market-activity/ipos/overview?dealId=1092219-90237,31,"7,363,637",81000007.0,"DEA TOWER I, 11TH FLOOR, SUITE 1103 MEGA KUNINGAN  JAKARTA  12950",62215768888,Crude Petroleum and Natural Gas,143384.0,3315988.0,145723.0,5856341.0,2540353.0,9877486.0,0.5811598601014194
382,Molecular Data Inc.,MKD,NASDAQ Global Select,5.38,"11,500,000","$61,870,000",2019-12-30,/market-activity/ipos/overview?dealId=1103069-91215,505,"11,500,000",61870000.0,"5/F,BUILDING 12,1001 NORTH QINZHOU ROAD XUHUI DISTRICT  SHANGHAI  201109",862154365166,"Services-Business Services, Not Elsewhere Classified",-34343000.0,11677000.0,-37089000.0,1318622000.0,1306946000.0,54124000.0,1.0435641047894169
383,"PPD, Inc.",PPD,NASDAQ Global Select,27.0,"60,000,000","$1,620,000,000",2020-02-06,/market-activity/ipos/overview?dealId=1105822-91416,23000,"339,425,107",9164477889.0,929 NORTH FRONT STREET   WILMINGTON NC 28401-3331,910 251 0081,Services-Commercial Physical and Biological Research,417205000.0,1622125000.0,47821000.0,4031017000.0,2408892000.0,5556246000.0,0.07523291057732909
384,Casper Sleep Inc.,CSPR,NYSE,12.0,"8,350,000","$100,200,000",2020-02-06,/market-activity/ipos/overview?dealId=925895-91428,831,"39,672,912",476074944.0,"THREE WORLD TRADE CENTER 175 GREENWICH STREET, FLOOR 39  NEW YORK NY 10007",(347) 941-1871,Household Furniture,-88746000.0,215411000.0,-93040000.0,439258000.0,223847000.0,230318000.0,0.22735134440374305
385,"Schrodinger, Inc.",SDGR,NASDAQ Global Select,17.0,"11,882,352","$201,999,984",2020-02-06,/market-activity/ipos/overview?dealId=827807-91441,394,"48,283,005",820811085.0,120 WEST 45TH STREET 17TH FLOOR  NEW YORK NY 10036,503-299-1150,Pharmaceutical Preparations,-38715000.0,49093000.0,-24571000.0,85543000.0,36450000.0,155270000.0,0.2836777262563964
386,OneWater Marine Inc.,ONEW,NASDAQ Global,12.0,"4,615,385","$55,384,620",2020-02-07,/market-activity/ipos/overview?dealId=1090857-90129,1102,"5,395,598",64747176.0,6275 LANIER ISLANDS PARKWAY   BUFORD GA 30518,(855) 208-4359,Retail-Auto and Home Supply Stores,53292000.0,172126000.0,35657000.0,767624000.0,595498000.0,504755000.0,0.2734200943920505
387,"TRXADE GROUP, INC.",MEDS,NASDAQ Capital,6.5,"806,452","$5,241,938",2020-02-13,/market-activity/ipos/overview?dealId=747429-91280,29,"7,345,862",47748103.0,3840 LAND O' LAKES BOULEVARD   LAND O' LAKES FL 34639,(800) 261 0281,"Wholesale-Drugs, Proprietaries and Druggists' Sundries",125224.0,4870764.0,-284428.0,7436264.0,2565500.0,5571494.0,0.9406823672978967
388,Zhongchao Inc.,ZCMD,NASDAQ Capital,4.0,"3,000,000","$12,000,000",2020-02-24,/market-activity/ipos/overview?dealId=1101930-91133,90,"19,102,420",76409680.0,"841 YAN AN MIDDLE ROAD, JING AN DISTRICT NANXI CREATIVE CENTER, SUITE 218  SHANGHAI  200040",021-32205987,Services-Educational Services,3642144.0,10226936.0,4046670.0,14882763.0,4655827.0,17737552.0,0.15676304828200502
389,China Liberal Education Holdings Ltd,CLEU,NASDAQ Capital,6.0,"1,333,333","$7,999,998",2020-05-08,/market-activity/ipos/overview?dealId=1092673-90273,98,"6,333,333",37999998.0,"HUATENG CENTURY PARK HEADQUARTERS BUILDING A, LEVEL 2  BEIJING  0000000",86 10 6597 8118,Services-Educational Services,518660.0,1895116.0,437904.0,5255810.0,3360694.0,6853140.0,0.09291279899970742
390,Kingsoft Cloud Holdings Ltd,KC,NASDAQ Global Select,17.0,"30,000,000","$510,000,000",2020-05-08,/market-activity/ipos/overview?dealId=1115099-92173,1841,205264433,3489495361.0,"KINGSOFT TOWER NO. 33 XIAO YING WEST ROAD  HAIDIAN DISTRICT, BEIJING  00000",86 10 8232 5655,Services-Prepackaged Software,-164166000.0,1107000.0,-159524000.0,567976000.0,566870000.0,865932000.0,0.7580042094837192
391,"SelectQuote, Inc.",SLQT,NYSE,20.0,"28,500,000","$570,000,000",2020-05-21,/market-activity/ipos/overview?dealId=1110384-91734,1800,"161,817,264",3236345280.0,6800 WEST 115TH STREET SUITE 2511  OVERLAND PARK KS 66211,9132741994,"Insurance Agents, Brokers and Service",96288000.0,233048000.0,72579000.0,337469000.0,104421000.0,406940000.0,0.44410068125021396
392,"Inari Medical, Inc.",NARI,NASDAQ Global Select,19.0,"8,202,565","$155,848,735",2020-05-22,/market-activity/ipos/overview?dealId=864405-91738,240,"46,950,400",892057600.0,"9 PARKER, SUITE 100   IRVINE CA 92618",949-923-4747,Surgical and Medical Instruments and Apparatus,801000.0,45218000.0,-1192000.0,51129000.0,5911000.0,44546000.0,6.487040562307805
393,Warner Music Group Corp.,WMG,NASDAQ Global Select,25.0,"77,000,000","$1,925,000,000",2020-06-03,/market-activity/ipos/overview?dealId=667095-91616,5400,"77,000,000",1925000000.0,1633 BROADWAY   NEW YORK NY 10019,212-275-2000,Services-Amusement and Recreation Services,356000000.0,2074000000.0,256000000.0,4475000000.0,2401000000.0,6017000000.0,0.11735330836454431
394,ZoomInfo Technologies Inc.,ZI,NASDAQ Global Select,21.0,"44,500,000","$934,500,000",2020-06-04,/market-activity/ipos/overview?dealId=1110768-91781,1287,"45,378,984",952958664.0,805 BROADWAY ST SUITE 900  VANCOUVER WA 98660,800-914-1220,Services-Prepackaged Software,36100000.0,224700000.0,-78000000.0,293300000.0,68600000.0,1561900000.0,1.0325710325710327
395,"Shift4 Payments, Inc.",FOUR,NYSE,23.0,"15,000,000","$345,000,000",2020-06-05,/market-activity/ipos/overview?dealId=1117559-92459,738,"21,074,996",484724908.0,2202 NORTH IRVING STREET   ALLENTOWN PA 18109,888.276.2108 X1220,"Services-Business Services, Not Elsewhere Classified",-4400000.0,173400000.0,-56600000.0,731400000.0,558000000.0,784000000.0,0.30467356403853013
396,Dada Nexus Ltd,DADA,NASDAQ Global Select,16.0,"20,000,000","$320,000,000",2020-06-05,/market-activity/ipos/overview?dealId=1117138-92405,2149,"20,000,000",320000000.0,"22F, ORIENTAL FISHERMAN'S WHARF NO. 1088, YANGSHUPU ROAD, YANGPU DISTRCT  SHANGHAI  200082",86-2131657167,"Services-Computer Programming, Data Processing, Etc.",-251191000.0,36439000.0,-239715000.0,444994000.0,408555000.0,615317000.0,0.5895765239600635
397,"Vroom, Inc.",VRM,NASDAQ Global Select,22.0,"21,250,000","$467,500,000",2020-06-09,/market-activity/ipos/overview?dealId=910204-92485,800,"115,237,090",2535215980.0,"1375 BROADWAY, 11TH FLOOR   NEW YORK NY 10018",646-979-4746,Retail-Auto Dealers and Gasoline Stations,-133148000.0,57859000.0,-142978000.0,1191821000.0,1133962000.0,563387000.0,0.39324362395944024
398,uCloudlink Group Inc.,UCL,NASDAQ Global,18.0,"2,010,000","$36,180,000",2020-06-10,/market-activity/ipos/overview?dealId=1116506-92297,777,"2,010,000",36180000.0,"ROOM 2119, 21/F, ONE PACIFIC CENTRE 414 KWUN TONG ROAD, KWUN TONG, KOWLOON  HONG KONG  999077",852 31758988,"Communications Services, Not Elsewhere Classified",5509000.0,64918000.0,5207000.0,158381000.0,93463000.0,90097000.0,0.25302415367210185
399,Burning Rock Biotech Ltd,BNR,NASDAQ Global,16.5,"13,500,000","$222,750,000",2020-06-12,/market-activity/ipos/overview?dealId=1118011-92531,753,"13,500,000",222750000.0,"601,BUILDING 3,STANDARD INDUSTRIAL UNIT2 NO.7 LUOXUAN 4TH ROAD, INT'L BIO ISLAND  GUANGZHOU  510005",86 18501641666,Services-Medical Laboratories,-24275000.0,39240000.0,-24284000.0,54794000.0,15554000.0,121676000.0,0.8011307606337519
400,AZEK Co Inc.,AZEK,NYSE,23.0,"33,250,000","$764,750,000",2020-06-12,/market-activity/ipos/overview?dealId=1108834-91621,1540,"111,043,031",2553989713.0,"1330 W FULTON STREET, #350   CHICAGO IL 60607",877-275-2935,"Plastics Products, Not Elsewhere Classified",60549000.0,253197000.0,-20196000.0,794203000.0,541006000.0,1788263000.0,0.16485358716935195
401,"PROGENITY, INC.",PROG,NASDAQ Global,15.0,"6,666,667","$100,000,005",2020-06-19,/market-activity/ipos/overview?dealId=909699-92573,674,"45,163,795",677456925.0,4330 LA JOLLA VILLAGE DRIVE SUITE 200  SAN DIEGO CA 92122,855-293-2639,Services-Medical Laboratories,-140119000.0,43493000.0,-148037000.0,143985000.0,100492000.0,101727000.0,0.1251113507431197
402,Genetron Holdings Ltd,GTH,NASDAQ Global,16.0,"16,000,000","$256,000,000",2020-06-19,/market-activity/ipos/overview?dealId=1101913-91132,697,88362020,1413792320.0,"1-2/F, BUILDING 11, ZONE 1 NO.8 LIFE SCIENCE PARKWAY  CHANGPING DISTRICT, BEIJING  102206",86 (10) 5090 7500,Services-Medical Laboratories,-44054000.0,20815000.0,-97052000.0,46431000.0,25616000.0,82333000.0,0.41570875384943745
403,"Albertsons Companies, Inc.",ACI,NYSE,16.0,"50,000,000","$800,000,000",2020-06-26,/market-activity/ipos/overview?dealId=970028-91876,270000,"479,026,753",7664428048.0,250 PARKCENTER BLVD.   BOISE ID 83706,208-395-6200,Retail-Grocery Stores,622300000.0,16894600000.0,131100000.0,60534500000.0,43639900000.0,20776600000.0,0.010177790089545863
404,"Agora, Inc.",API,NASDAQ Global Select,20.0,"17,500,000","$350,000,000",2020-06-26,/market-activity/ipos/overview?dealId=1119203-92665,498,"17,500,000",350000000.0,"FL 8 BLDG 12, PHASE III OF KIC SONGHU ROAD 333, YANGPU DISTRICT  SHANGHAI  200433",(86) 18321333164,Services-Prepackaged Software,-6088945.0,44011226.0,-6177438.0,64428690.0,20417464.0,131159121.0,0.4757944404458451
405,Ebang International Holdings Inc.,EBON,NASDAQ Global Select,5.23,"19,264,337","$100,752,483",2020-06-26,/market-activity/ipos/overview?dealId=1115664-92233,240,"84,409,554",441461967.42,"BUILDING 2, 1418-36, MOGANSHAN ROAD   HANGZHOU  310015",8657188176197,Semiconductors and Related Devices,-50647821.0,-30563733.0,-42403369.0,109060066.0,139623799.0,82611046.0,-0.6581637002021237
406,BlueCity Holdings Ltd,BLCT,NASDAQ Global,16.0,"5,300,000","$84,800,000",2020-07-08,/market-activity/ipos/overview?dealId=1119981-92802,488,"5,300,000",84800000.0,"ROOM 028, TOWER B, BLOCK 2 NO.22 PINGGUO SHEQU, BAI ZI WAN ROAD  BEIJING  100022",86 10 58769855,Services-Computer Processing and Data Preparation,-8735812.0,30531997.0,-7598591.0,108946395.0,78414398.0,67024944.0,0.4921314136433205
407,QUHUO Ltd,QH,NASDAQ Global,10.0,"3,300,000","$33,000,000",2020-07-10,/market-activity/ipos/overview?dealId=1119110-92658,551,"3,300,000",33000000.0,"3RD FLOOR, BLOCK D, TONGHUI BUILDING NO. 1132 HUIHE SOUTH STREET  BEIJING  100020",00861053318747,"Services-Business Services, Not Elsewhere Classified",-1788000.0,23296000.0,-1689000.0,295130000.0,271834000.0,106794000.0,0.37423170050288695
408,"NCINO, INC.",NCNO,NASDAQ Global Select,31.0,"8,060,000","$249,860,000",2020-07-14,/market-activity/ipos/overview?dealId=898341-92856,934,"89,643,127",2778936937.0,6770 PARKER FARM DRIVE SUITE 200  WILMINGTON NC 28405,(888) 676-2466,Services-Prepackaged Software,-23216000.0,45083000.0,-22306000.0,91534000.0,46451000.0,119966000.0,0.574318048914726
409,"GoHealth, Inc.",GOCO,NASDAQ Global Select,21.0,"43,500,000","$913,500,000",2020-07-15,/market-activity/ipos/overview?dealId=1120303-92832,1857,"80,816,989",1697156769.0,214 WEST HURON STREET   CHICAGO IL 60654,(312) 386-8222,"Insurance Agents, Brokers and Service",-32777000.0,369948000.0,-41068000.0,539501000.0,169553000.0,1602295000.0,1.3850091730952012
410,ALX ONCOLOGY HOLDINGS INC,ALXO,NASDAQ Global Select,19.0,"8,500,000","$161,500,000",2020-07-17,/market-activity/ipos/overview?dealId=1120946-92924,15,"35,211,553",669019507.0,"866 MALCOLM ROAD, SUITE 100   BURLINGAME CA 94010",650-466-7125,Pharmaceutical Preparations,-19183000.0,436000.0,-19243000.0,4796000.0,4360000.0,10676000.0,1.320270924044509
411,"Berkeley Lights, Inc.",BLI,NASDAQ Global Select,22.0,"8,100,000","$178,200,000",2020-07-17,/market-activity/ipos/overview?dealId=1008371-92923,210,"61,643,919",1356166218.0,5858 HORTON STREET SUITE 320  EMERYVILLE CA 94608,510-858-2855,Laboratory Analytical Instruments,-16537000.0,43476000.0,-18302000.0,56693000.0,13217000.0,131009000.0,0.8113358254257325
